jobset,unit_id,coder_id,status,variable,value,time_question,time_answer
All,15584,135,DONE,relevant-2,Empirical study,2023-11-30T08:02:26.051Z,2023-11-30T08:04:33.723Z
All,15584,135,DONE,relevant-3,Yes,2023-11-30T08:04:34.194Z,2023-11-30T08:04:34.972Z
All,7931,135,DONE,relevant-1,Yes,2023-11-30T08:04:35.719Z,2023-11-30T08:04:46.838Z
All,7931,135,DONE,relevant-2,Overview,2023-11-30T08:04:47.389Z,2023-11-30T08:04:51.140Z
All,7931,135,DONE,relevant-3,IRRELEVANT,,
All,15205,135,DONE,relevant-1,Yes,2023-11-30T08:04:51.897Z,2023-11-30T08:05:02.390Z
All,15205,135,DONE,relevant-2,Empirical study,2023-11-30T08:05:02.908Z,2023-11-30T08:05:06.272Z
All,15205,135,DONE,relevant-3,Yes,2023-11-30T08:05:06.592Z,2023-11-30T08:05:07.621Z
All,4638,135,DONE,relevant-1,Yes,2023-11-30T08:05:08.292Z,2023-11-30T08:05:22.938Z
All,4638,135,DONE,relevant-2,Overview,2023-11-30T08:05:23.721Z,2023-11-30T08:05:37.892Z
All,4638,135,DONE,relevant-3,IRRELEVANT,,
All,6626,135,DONE,relevant-1,Yes,2023-11-30T08:05:39.361Z,2023-11-30T08:06:21.871Z
All,6626,135,DONE,relevant-2,Methodological paper,2023-11-30T08:06:22.409Z,2023-11-30T08:06:23.337Z
All,6626,135,DONE,relevant-3,Yes,2023-11-30T08:06:23.545Z,2023-11-30T08:06:24.224Z
All,4349,135,DONE,relevant-1,Yes,2023-11-30T08:06:24.978Z,2023-11-30T08:07:36.554Z
All,4349,135,DONE,relevant-2,Empirical study,2023-11-30T08:07:37.466Z,2023-11-30T08:07:38.237Z
All,4349,135,DONE,relevant-3,Yes,2023-11-30T08:07:38.585Z,2023-11-30T08:07:39.287Z
All,15205,115,DONE,relevant-1,Yes,2023-11-30T08:06:26.941Z,2023-11-30T08:07:14.176Z
All,15205,115,DONE,relevant-2,Empirical study,2023-11-30T08:07:14.658Z,2023-11-30T08:07:24.480Z
All,15205,115,DONE,relevant-3,No (or unclear),2023-11-30T08:07:24.708Z,2023-11-30T08:07:28.260Z
All,4638,115,DONE,relevant-1,Yes,2023-11-30T08:07:29.143Z,2023-11-30T08:08:49.585Z
All,4638,115,DONE,relevant-2,Overview,2023-11-30T08:08:50.106Z,2023-11-30T08:08:50.777Z
All,4638,115,DONE,relevant-3,IRRELEVANT,,
All,1222,135,DONE,relevant-1,Yes,2023-11-30T08:07:40.032Z,2023-11-30T08:08:30.973Z
All,1222,135,DONE,relevant-2,Methodological paper,2023-11-30T08:08:31.519Z,2023-11-30T08:08:35.369Z
All,1222,135,DONE,relevant-3,No (or unclear),2023-11-30T08:08:35.694Z,2023-11-30T08:08:36.257Z
All,12735,135,DONE,relevant-1,Yes,2023-11-30T08:08:36.945Z,2023-11-30T08:09:00.221Z
All,12735,135,DONE,relevant-2,Empirical study,2023-11-30T08:09:00.734Z,2023-11-30T08:09:01.353Z
All,12735,135,DONE,relevant-3,Yes,2023-11-30T08:09:01.563Z,2023-11-30T08:09:02.107Z
All,6626,115,DONE,relevant-1,No (or unclear),2023-11-30T08:08:51.546Z,2023-11-30T08:08:54.097Z
All,6626,115,DONE,relevant-2,IRRELEVANT,,
All,6626,115,DONE,relevant-3,IRRELEVANT,,
All,4349,115,DONE,relevant-1,Yes,2023-11-30T08:08:55.129Z,2023-11-30T08:09:51.271Z
All,4349,115,DONE,relevant-2,Methodological paper,2023-11-30T08:09:51.744Z,2023-11-30T08:10:00.138Z
All,4349,115,DONE,relevant-3,Yes,2023-11-30T08:10:00.378Z,2023-11-30T08:10:01.694Z
All,12321,135,DONE,relevant-1,Yes,2023-11-30T08:09:02.777Z,2023-11-30T08:09:38.587Z
All,12321,135,DONE,relevant-2,Methodological paper,2023-11-30T08:09:39.213Z,2023-11-30T08:09:44.936Z
All,12321,135,DONE,relevant-3,No (or unclear),2023-11-30T08:09:45.273Z,2023-11-30T08:09:46.020Z
All,12821,135,DONE,relevant-1,Yes,2023-11-30T08:09:46.689Z,2023-11-30T08:10:03.794Z
All,12821,135,DONE,relevant-2,Empirical study,2023-11-30T08:10:04.310Z,2023-11-30T08:10:04.845Z
All,12821,135,DONE,relevant-3,Yes,2023-11-30T08:10:05.052Z,2023-11-30T08:10:05.987Z
All,1222,115,DONE,relevant-1,Yes,2023-11-30T08:10:02.538Z,2023-11-30T08:10:44.194Z
All,1222,115,DONE,relevant-2,Methodological paper,2023-11-30T08:10:44.684Z,2023-11-30T08:10:45.528Z
All,1222,115,DONE,relevant-3,Yes,2023-11-30T08:10:45.808Z,2023-11-30T08:10:47.178Z
All,2859,135,DONE,relevant-1,Yes,2023-11-30T08:10:06.656Z,2023-11-30T08:10:27.087Z
All,2859,135,DONE,relevant-2,Empirical study,2023-11-30T08:10:27.891Z,2023-11-30T08:10:28.527Z
All,2859,135,DONE,relevant-3,Yes,2023-11-30T08:10:28.738Z,2023-11-30T08:10:29.288Z
All,5416,135,DONE,relevant-1,Yes,2023-11-30T08:10:30.047Z,2023-11-30T08:11:00.891Z
All,5416,135,DONE,relevant-2,Empirical study,2023-11-30T08:11:01.512Z,2023-11-30T08:11:02.636Z
All,5416,135,DONE,relevant-3,Yes,2023-11-30T08:11:02.862Z,2023-11-30T08:11:07.256Z
All,12735,115,DONE,relevant-1,Yes,2023-11-30T08:10:47.913Z,2023-11-30T08:12:51.825Z
All,12735,115,DONE,relevant-2,Methodological paper,2023-11-30T08:12:52.272Z,2023-11-30T08:12:55.022Z
All,12735,115,DONE,relevant-3,Yes,2023-11-30T08:12:55.348Z,2023-11-30T08:12:56.472Z
All,12321,115,DONE,relevant-1,Yes,2023-11-30T08:12:57.307Z,2023-11-30T08:14:05.514Z
All,12321,115,DONE,relevant-2,Empirical study,2023-11-30T08:14:06.017Z,2023-11-30T08:14:06.562Z
All,12321,115,DONE,relevant-3,Yes,2023-11-30T08:14:06.788Z,2023-11-30T08:14:10.518Z
All,12821,115,DONE,relevant-1,Yes,2023-11-30T08:14:11.378Z,2023-11-30T08:15:52.310Z
All,12821,115,DONE,relevant-2,Empirical study,2023-11-30T08:15:52.823Z,2023-11-30T08:15:53.332Z
All,12821,115,DONE,relevant-3,No (or unclear),2023-11-30T08:15:53.638Z,2023-11-30T08:15:56.872Z
All,2859,115,DONE,relevant-1,Yes,2023-11-30T08:15:57.640Z,2023-11-30T08:18:20.241Z
All,2859,115,DONE,relevant-2,Methodological paper,2023-11-30T08:18:20.695Z,2023-11-30T08:18:21.576Z
All,2859,115,DONE,relevant-3,No (or unclear),2023-11-30T08:18:21.917Z,2023-11-30T08:18:27.650Z
All,5416,115,DONE,relevant-1,Yes,2023-11-30T08:18:28.513Z,2023-11-30T08:19:09.405Z
All,5416,115,DONE,relevant-2,Methodological paper,2023-11-30T08:19:09.949Z,2023-11-30T08:19:10.942Z
All,5416,115,DONE,relevant-3,Yes,2023-11-30T08:19:11.275Z,2023-11-30T08:19:12.092Z
All,id,136,DONE,welcome,dd2f5640484845858e587cdafe59d1b73342e785,2023-11-30T09:24:57.491Z,2023-11-30T09:25:05.431Z
All,1017,136,DONE,relevant-1,Yes,2023-11-30T09:25:08.062Z,2023-11-30T09:27:00.792Z
All,1017,136,DONE,relevant-3,Yes,2023-11-30T09:27:09.736Z,2023-11-30T09:29:14.712Z
All,1017,136,DONE,relevant-2,Methodological paper,2023-11-30T09:30:22.393Z,2023-11-30T09:37:09.089Z
All,8952,136,DONE,relevant-1,Yes,2023-11-30T09:50:52.017Z,2023-11-30T10:05:44.480Z
All,8952,136,DONE,relevant-2,Methodological paper,2023-11-30T10:05:45.062Z,2023-11-30T10:05:46.346Z
All,8952,136,DONE,relevant-3,Yes,2023-11-30T10:05:46.549Z,2023-11-30T10:05:47.891Z
All,id,137,DONE,welcome,dd2f5640484845858e587cdafe59d1b73342e785,2023-11-30T09:37:39.313Z,2023-11-30T09:37:43.078Z
All,1017,137,DONE,relevant-1,Yes,2023-11-30T09:35:59.756Z,2023-11-30T09:36:07.112Z
All,1017,137,DONE,relevant-3,Yes,2023-11-30T09:38:01.373Z,2023-11-30T09:38:03.700Z
All,1017,137,DONE,relevant-2,Methodological paper,2023-11-30T09:54:03.613Z,2023-11-30T09:55:55.631Z
All,8952,137,DONE,relevant-1,Yes,2023-11-30T09:38:04.322Z,2023-11-30T09:39:19.209Z
All,8952,137,DONE,relevant-3,Yes,2023-11-30T09:39:26.454Z,2023-11-30T09:39:32.173Z
All,8952,137,DONE,relevant-2,Methodological paper,2023-11-30T09:57:08.148Z,2023-11-30T09:57:08.904Z
All,4780,137,DONE,relevant-1,No (or unclear),2023-11-30T09:39:32.799Z,2023-11-30T09:42:53.317Z
All,4780,137,DONE,relevant-2,IRRELEVANT,,
All,4780,137,DONE,relevant-3,IRRELEVANT,,
All,12428,137,DONE,relevant-1,Yes,2023-11-30T09:42:54.242Z,2023-11-30T09:45:01.223Z
All,12428,137,DONE,relevant-3,Yes,2023-11-30T09:45:03.463Z,2023-11-30T09:45:12.296Z
All,12428,137,DONE,relevant-2,Methodological paper,2023-11-30T10:02:34.136Z,2023-11-30T10:03:19.005Z
All,11514,137,DONE,relevant-1,Yes,2023-11-30T09:45:12.916Z,2023-11-30T09:46:52.707Z
All,11514,137,DONE,relevant-2,Empirical study,2023-11-30T09:46:53.084Z,2023-11-30T09:46:53.815Z
All,11514,137,DONE,relevant-3,Yes,2023-11-30T09:46:54.003Z,2023-11-30T09:46:55.615Z
All,15727,137,DONE,relevant-1,Yes,2023-11-30T10:04:40.717Z,2023-11-30T10:06:06.536Z
All,15727,137,DONE,relevant-2,Methodological paper,2023-11-30T10:06:07.060Z,2023-11-30T10:06:11.158Z
All,15727,137,DONE,relevant-3,Yes,2023-11-30T10:06:11.466Z,2023-11-30T10:06:13.592Z
All,12641,137,DONE,relevant-1,Yes,2023-11-30T10:06:14.226Z,2023-11-30T10:07:39.848Z
All,12641,137,DONE,relevant-2,Empirical study,2023-11-30T10:07:40.362Z,2023-11-30T10:07:41.239Z
All,12641,137,DONE,relevant-3,Yes,2023-11-30T10:07:41.435Z,2023-11-30T10:09:05.631Z
All,9698,137,DONE,relevant-1,Yes,2023-11-30T10:09:06.337Z,2023-11-30T10:09:48.658Z
All,9698,137,DONE,relevant-2,Methodological paper,2023-11-30T10:09:49.103Z,2023-11-30T10:09:49.886Z
All,9698,137,DONE,relevant-3,Yes,2023-11-30T10:09:50.084Z,2023-11-30T10:09:51.791Z
All,4054,137,DONE,relevant-1,Yes,2023-11-30T10:09:52.454Z,2023-11-30T10:34:04.355Z
All,4054,137,DONE,relevant-2,Empirical study,2023-11-30T10:34:04.887Z,2023-11-30T10:34:08.764Z
All,4054,137,DONE,relevant-3,No (or unclear),2023-11-30T10:34:08.950Z,2023-11-30T10:34:16.833Z
All,14110,137,DONE,relevant-1,No (or unclear),2023-11-30T10:34:17.609Z,2023-11-30T10:56:57.547Z
All,14110,137,DONE,relevant-2,IRRELEVANT,,
All,14110,137,DONE,relevant-3,IRRELEVANT,,
All,15098,137,DONE,relevant-1,Yes,2023-11-30T10:56:58.439Z,2023-11-30T10:58:08.908Z
All,15098,137,DONE,relevant-2,Methodological paper,2023-11-30T10:58:09.277Z,2023-11-30T10:58:24.751Z
All,15098,137,DONE,relevant-3,Yes,2023-11-30T10:58:24.938Z,2023-11-30T10:58:39.125Z
All,10162,137,DONE,relevant-1,Yes,2023-11-30T10:58:39.767Z,2023-11-30T10:59:59.907Z
All,10162,137,DONE,relevant-2,Methodological paper,2023-11-30T11:00:00.418Z,2023-11-30T11:01:24.570Z
All,10162,137,DONE,relevant-3,Yes,2023-11-30T11:01:24.776Z,2023-11-30T11:01:26.168Z
All,1301,137,DONE,relevant-1,Yes,2023-11-30T11:01:26.815Z,2023-11-30T11:02:12.817Z
All,1301,137,DONE,relevant-2,Empirical study,2023-11-30T11:02:13.167Z,2023-11-30T11:02:14.941Z
All,1301,137,DONE,relevant-3,No (or unclear),2023-11-30T11:02:15.126Z,2023-11-30T11:02:17.553Z
All,9778,137,DONE,relevant-1,No (or unclear),2023-11-30T11:02:18.207Z,2023-11-30T11:03:02.582Z
All,9778,137,DONE,relevant-2,IRRELEVANT,,
All,9778,137,DONE,relevant-3,IRRELEVANT,,
All,1800,137,DONE,relevant-1,Yes,2023-11-30T11:03:03.331Z,2023-11-30T11:04:04.044Z
All,1800,137,DONE,relevant-2,Empirical study,2023-11-30T11:04:04.412Z,2023-11-30T11:04:05.244Z
All,1800,137,DONE,relevant-3,Yes,2023-11-30T11:04:05.425Z,2023-11-30T11:04:18.131Z
All,14854,137,DONE,relevant-1,Yes,2023-11-30T11:04:18.772Z,2023-11-30T11:11:51.160Z
All,14854,137,DONE,relevant-2,Methodological paper,2023-11-30T11:11:51.540Z,2023-11-30T11:11:52.967Z
All,14854,137,DONE,relevant-3,Yes,2023-11-30T11:11:53.153Z,2023-11-30T11:11:57.018Z
All,11874,137,DONE,relevant-1,Yes,2023-11-30T11:11:57.644Z,2023-11-30T11:14:43.036Z
All,11874,137,DONE,relevant-2,Methodological paper,2023-11-30T11:14:43.408Z,2023-11-30T11:15:04.925Z
All,11874,137,DONE,relevant-3,Yes,2023-11-30T11:15:05.110Z,2023-11-30T11:16:20.610Z
All,9334,137,DONE,relevant-1,Yes,2023-11-30T11:16:21.274Z,2023-11-30T11:16:33.854Z
All,9334,137,DONE,relevant-2,Empirical study,2023-11-30T11:16:34.219Z,2023-11-30T11:17:11.203Z
All,9334,137,DONE,relevant-3,Yes,2023-11-30T11:17:11.388Z,2023-11-30T11:17:13.490Z
All,1129,137,DONE,relevant-1,Yes,2023-11-30T11:17:14.167Z,2023-11-30T13:13:06.985Z
All,1129,137,DONE,relevant-2,Methodological paper,2023-11-30T13:13:07.512Z,2023-11-30T13:13:08.881Z
All,1129,137,DONE,relevant-3,Yes,2023-11-30T13:13:09.079Z,2023-11-30T13:13:10.643Z
All,id,138,DONE,welcome,9e807f11e6d5399095ebe31c38803177032c82c8,2023-11-30T11:20:27.567Z,2023-11-30T11:20:34.412Z
All,10351,137,DONE,relevant-1,No (or unclear),2023-11-30T13:13:11.291Z,2023-11-30T13:15:40.117Z
All,10351,137,DONE,relevant-2,IRRELEVANT,,
All,10351,137,DONE,relevant-3,IRRELEVANT,,
All,878,137,DONE,relevant-1,Yes,2023-11-30T13:15:41.020Z,2023-11-30T13:16:30.628Z
All,878,137,DONE,relevant-2,Empirical study,2023-11-30T13:16:30.982Z,2023-11-30T13:16:32.376Z
All,878,137,DONE,relevant-3,Yes,2023-11-30T13:16:32.563Z,2023-11-30T13:16:33.521Z
All,10001,137,DONE,relevant-1,Yes,2023-11-30T13:16:34.167Z,2023-11-30T13:17:32.523Z
All,10001,137,DONE,relevant-2,Methodological paper,2023-11-30T13:17:32.886Z,2023-11-30T13:17:34.118Z
All,10001,137,DONE,relevant-3,Yes,2023-11-30T13:17:34.316Z,2023-11-30T13:18:11.984Z
All,8694,137,DONE,relevant-1,Yes,2023-11-30T13:18:12.621Z,2023-11-30T13:19:08.551Z
All,8694,137,DONE,relevant-2,Empirical study,2023-11-30T13:19:09.021Z,2023-11-30T13:19:09.646Z
All,8694,137,DONE,relevant-3,Yes,2023-11-30T13:19:09.831Z,2023-11-30T13:19:10.582Z
All,6029,137,DONE,relevant-1,Yes,2023-11-30T13:19:11.328Z,2023-11-30T13:25:17.921Z
All,6029,137,DONE,relevant-2,Methodological paper,2023-11-30T13:25:18.429Z,2023-11-30T13:25:19.087Z
All,6029,137,DONE,relevant-3,Yes,2023-11-30T13:25:19.276Z,2023-11-30T13:25:20.099Z
All,6633,137,DONE,relevant-1,Yes,2023-11-30T13:25:20.773Z,2023-11-30T13:28:08.669Z
All,6633,137,DONE,relevant-2,Empirical study,2023-11-30T13:28:09.042Z,2023-11-30T13:28:10.362Z
All,6633,137,DONE,relevant-3,Yes,2023-11-30T13:28:10.551Z,2023-11-30T13:28:12.181Z
All,15018,137,DONE,relevant-1,Yes,2023-11-30T13:28:12.820Z,2023-11-30T13:31:08.234Z
All,15018,137,DONE,relevant-2,Overview,2023-11-30T13:31:08.868Z,2023-11-30T13:31:09.484Z
All,15018,137,DONE,relevant-3,IRRELEVANT,,
All,5076,137,DONE,relevant-1,Yes,2023-11-30T13:31:10.131Z,2023-11-30T13:32:38.091Z
All,5076,137,DONE,relevant-2,Empirical study,2023-11-30T13:32:38.470Z,2023-11-30T13:32:39.207Z
All,5076,137,DONE,relevant-3,Yes,2023-11-30T13:32:39.403Z,2023-11-30T13:32:40.149Z
All,13358,137,DONE,relevant-1,Yes,2023-11-30T13:32:40.828Z,2023-11-30T13:37:51.522Z
All,13358,137,DONE,relevant-2,Empirical study,2023-11-30T13:37:52.065Z,2023-11-30T13:39:10.655Z
All,13358,137,DONE,relevant-3,No (or unclear),2023-11-30T13:39:10.869Z,2023-11-30T13:39:13.114Z
All,2901,137,DONE,relevant-1,Yes,2023-11-30T13:39:13.755Z,2023-11-30T20:27:48.158Z
All,2901,137,DONE,relevant-2,Methodological paper,2023-11-30T20:27:48.753Z,2023-11-30T20:27:55.047Z
All,2901,137,DONE,relevant-3,Yes,2023-11-30T20:27:55.497Z,2023-11-30T20:27:57.083Z
All,15018,125,DONE,relevant-1,Yes,2023-11-30T18:21:19.677Z,2023-11-30T18:22:57.701Z
All,15018,125,DONE,relevant-2,Methodological paper,2023-11-30T18:22:58.125Z,2023-11-30T18:23:09.110Z
All,15018,125,DONE,relevant-3,Yes,2023-11-30T18:23:09.327Z,2023-11-30T18:23:28.753Z
All,5076,125,DONE,relevant-1,Yes,2023-11-30T18:23:29.422Z,2023-11-30T18:24:29.028Z
All,5076,125,DONE,relevant-2,Empirical study,2023-11-30T18:24:29.419Z,2023-11-30T18:24:37.584Z
All,5076,125,DONE,relevant-3,Yes,2023-11-30T18:24:37.794Z,2023-11-30T18:24:50.931Z
All,13358,125,DONE,relevant-1,Yes,2023-11-30T18:24:51.603Z,2023-11-30T18:26:04.584Z
All,13358,125,DONE,relevant-2,Empirical study,2023-11-30T18:26:04.969Z,2023-11-30T18:26:08.266Z
All,13358,125,DONE,relevant-3,Yes,2023-11-30T18:26:08.477Z,2023-11-30T18:26:10.403Z
All,2901,125,DONE,relevant-1,Yes,2023-11-30T18:26:11.081Z,2023-11-30T18:26:59.983Z
All,2901,125,DONE,relevant-2,Methodological paper,2023-11-30T18:27:00.386Z,2023-11-30T18:27:02.671Z
All,2901,125,DONE,relevant-3,Yes,2023-11-30T18:27:02.872Z,2023-11-30T18:27:04.365Z
All,7674,125,DONE,relevant-1,Yes,2023-11-30T18:27:05.027Z,2023-11-30T18:28:17.037Z
All,7674,125,DONE,relevant-2,Empirical study,2023-11-30T18:28:17.435Z,2023-11-30T18:28:19.676Z
All,7674,125,DONE,relevant-3,Yes,2023-11-30T18:28:19.880Z,2023-11-30T18:28:23.976Z
All,12679,125,DONE,relevant-1,Yes,2023-11-30T18:28:24.628Z,2023-11-30T18:29:18.621Z
All,12679,125,DONE,relevant-2,Empirical study,2023-11-30T18:29:18.996Z,2023-11-30T18:29:25.137Z
All,12679,125,DONE,relevant-3,No (or unclear),2023-11-30T18:29:25.345Z,2023-11-30T18:29:33.395Z
All,4655,125,DONE,relevant-1,Yes,2023-11-30T18:29:34.045Z,2023-11-30T18:30:28.584Z
All,4655,125,DONE,relevant-2,Empirical study,2023-11-30T18:30:28.997Z,2023-11-30T18:30:30.048Z
All,4655,125,DONE,relevant-3,Yes,2023-11-30T18:30:30.251Z,2023-11-30T18:30:31.252Z
All,11372,125,DONE,relevant-1,Yes,2023-11-30T18:30:31.926Z,2023-11-30T18:31:59.209Z
All,11372,125,DONE,relevant-2,Overview,2023-11-30T18:31:59.592Z,2023-11-30T18:32:03.047Z
All,11372,125,DONE,relevant-3,IRRELEVANT,,
All,2160,125,DONE,relevant-1,Yes,2023-11-30T18:32:03.725Z,2023-11-30T18:33:10.376Z
All,2160,125,DONE,relevant-2,Methodological paper,2023-11-30T18:33:10.752Z,2023-11-30T18:33:18.234Z
All,2160,125,DONE,relevant-3,Yes,2023-11-30T18:33:18.439Z,2023-11-30T18:33:19.865Z
All,3479,125,DONE,relevant-1,Yes,2023-11-30T18:33:20.523Z,2023-11-30T18:36:43.889Z
All,3479,125,DONE,relevant-2,Empirical study,2023-11-30T18:36:44.287Z,2023-11-30T18:36:51.798Z
All,3479,125,DONE,relevant-3,No (or unclear),2023-11-30T18:36:52.001Z,2023-11-30T18:36:54.244Z
All,1949,125,DONE,relevant-1,Yes,2023-11-30T18:36:54.900Z,2023-11-30T18:38:15.463Z
All,1949,125,DONE,relevant-2,Methodological paper,2023-11-30T18:38:15.870Z,2023-11-30T18:38:30.855Z
All,1949,125,DONE,relevant-3,Yes,2023-11-30T18:38:31.064Z,2023-11-30T18:38:32.144Z
All,2581,125,DONE,relevant-1,Yes,2023-11-30T18:38:32.806Z,2023-11-30T18:39:26.050Z
All,2581,125,DONE,relevant-2,Methodological paper,2023-11-30T18:39:26.439Z,2023-11-30T18:40:32.455Z
All,2581,125,DONE,relevant-3,Yes,2023-11-30T18:40:32.656Z,2023-11-30T18:40:33.834Z
All,1531,125,DONE,relevant-1,Yes,2023-11-30T18:40:34.496Z,2023-11-30T18:41:27.778Z
All,1531,125,DONE,relevant-2,Methodological paper,2023-11-30T18:41:28.156Z,2023-11-30T18:41:28.919Z
All,1531,125,DONE,relevant-3,Yes,2023-11-30T18:41:29.112Z,2023-11-30T18:41:30.250Z
All,15584,125,DONE,relevant-1,Yes,2023-11-30T18:41:30.915Z,2023-11-30T18:43:16.496Z
All,15584,125,DONE,relevant-2,Methodological paper,2023-11-30T18:43:16.892Z,2023-11-30T18:43:20.508Z
All,15584,125,DONE,relevant-3,Yes,2023-11-30T18:43:20.709Z,2023-11-30T18:43:21.787Z
All,7931,125,DONE,relevant-1,Yes,2023-11-30T18:43:22.456Z,2023-11-30T18:44:36.019Z
All,7931,125,DONE,relevant-2,Overview,2023-11-30T18:44:36.411Z,2023-11-30T18:44:46.283Z
All,7931,125,DONE,relevant-3,IRRELEVANT,,
All,15205,125,DONE,relevant-1,Yes,2023-11-30T18:44:46.974Z,2023-11-30T18:46:19.488Z
All,15205,125,DONE,relevant-2,Empirical study,2023-11-30T18:46:19.891Z,2023-11-30T18:46:21.053Z
All,15205,125,DONE,relevant-3,Yes,2023-11-30T18:46:21.256Z,2023-11-30T18:46:26.539Z
All,4638,125,DONE,relevant-1,Yes,2023-11-30T18:46:27.192Z,2023-11-30T18:47:21.848Z
All,4638,125,DONE,relevant-2,Empirical study,2023-11-30T18:47:22.255Z,2023-11-30T18:47:23.596Z
All,4638,125,DONE,relevant-3,Yes,2023-11-30T18:47:23.801Z,2023-11-30T18:47:24.897Z
All,6626,125,DONE,relevant-1,Yes,2023-11-30T18:47:25.572Z,2023-11-30T18:49:25.583Z
All,6626,125,DONE,relevant-2,Empirical study,2023-11-30T18:49:25.983Z,2023-11-30T18:49:30.077Z
All,6626,125,DONE,relevant-3,Yes,2023-11-30T18:49:30.281Z,2023-11-30T18:49:43.179Z
All,4349,125,DONE,relevant-1,Yes,2023-11-30T18:49:43.827Z,2023-11-30T18:50:58.982Z
All,4349,125,DONE,relevant-2,Empirical study,2023-11-30T18:50:59.403Z,2023-11-30T18:51:06.618Z
All,4349,125,DONE,relevant-3,No (or unclear),2023-11-30T18:51:06.832Z,2023-11-30T18:51:07.987Z
All,1222,125,DONE,relevant-1,Yes,2023-11-30T18:51:08.658Z,2023-11-30T18:52:44.314Z
All,1222,125,DONE,relevant-2,Overview,2023-11-30T18:52:44.700Z,2023-11-30T18:52:50.013Z
All,1222,125,DONE,relevant-3,IRRELEVANT,,
All,12735,125,DONE,relevant-1,Yes,2023-11-30T18:52:50.684Z,2023-11-30T18:54:08.187Z
All,12735,125,DONE,relevant-2,Methodological paper,2023-11-30T18:54:08.618Z,2023-11-30T18:54:22.492Z
All,12735,125,DONE,relevant-3,Yes,2023-11-30T18:54:22.693Z,2023-11-30T18:54:23.691Z
All,12321,125,DONE,relevant-1,Yes,2023-11-30T18:54:24.342Z,2023-11-30T18:55:10.579Z
All,12321,125,DONE,relevant-2,Empirical study,2023-11-30T18:55:10.974Z,2023-11-30T18:55:22.958Z
All,12321,125,DONE,relevant-3,Yes,2023-11-30T18:55:23.166Z,2023-11-30T18:55:24.201Z
All,12821,125,DONE,relevant-1,Yes,2023-11-30T18:55:24.859Z,2023-11-30T18:56:41.445Z
All,12821,125,DONE,relevant-2,Empirical study,2023-11-30T18:56:41.847Z,2023-11-30T18:56:43.178Z
All,12821,125,DONE,relevant-3,Yes,2023-11-30T18:56:43.383Z,2023-11-30T18:56:44.484Z
All,2859,125,DONE,relevant-1,Yes,2023-11-30T18:56:45.190Z,2023-11-30T18:57:14.391Z
All,2859,125,DONE,relevant-2,Empirical study,2023-11-30T18:57:14.793Z,2023-11-30T18:57:15.758Z
All,2859,125,DONE,relevant-3,Yes,2023-11-30T18:57:15.960Z,2023-11-30T18:57:16.879Z
All,5416,125,DONE,relevant-1,Yes,2023-11-30T18:57:17.544Z,2023-11-30T18:58:02.898Z
All,5416,125,DONE,relevant-2,Empirical study,2023-11-30T18:58:03.299Z,2023-11-30T18:58:04.923Z
All,5416,125,DONE,relevant-3,Yes,2023-11-30T18:58:05.139Z,2023-11-30T18:58:06.525Z
All,7674,137,DONE,relevant-1,Yes,2023-11-30T20:27:57.774Z,2023-11-30T20:29:15.396Z
All,7674,137,DONE,relevant-2,Methodological paper,2023-11-30T20:29:15.920Z,2023-11-30T20:31:09.281Z
All,7674,137,DONE,relevant-3,Yes,2023-11-30T20:31:11.104Z,2023-11-30T20:31:13.341Z
All,12679,137,DONE,relevant-1,Yes,2023-11-30T20:31:16.971Z,2023-11-30T20:32:06.683Z
All,12679,137,DONE,relevant-2,Methodological paper,2023-11-30T20:32:07.172Z,2023-11-30T20:32:07.741Z
All,12679,137,DONE,relevant-3,Yes,2023-11-30T20:32:07.969Z,2023-11-30T20:32:08.784Z
All,4655,137,DONE,relevant-1,Yes,2023-11-30T20:32:09.424Z,2023-11-30T20:32:48.754Z
All,4655,137,DONE,relevant-2,Empirical study,2023-11-30T20:32:49.126Z,2023-11-30T20:32:49.682Z
All,4655,137,DONE,relevant-3,Yes,2023-11-30T20:32:49.905Z,2023-11-30T20:32:50.662Z
All,11372,137,DONE,relevant-1,Yes,2023-11-30T20:32:51.297Z,2023-11-30T20:33:29.339Z
All,11372,137,DONE,relevant-2,Overview,2023-11-30T20:33:29.691Z,2023-11-30T20:33:31.032Z
All,11372,137,DONE,relevant-3,IRRELEVANT,,
All,2160,137,DONE,relevant-1,Yes,2023-11-30T20:33:31.674Z,2023-11-30T20:35:21.421Z
All,2160,137,DONE,relevant-2,Methodological paper,2023-11-30T20:35:21.804Z,2023-11-30T20:35:46.582Z
All,2160,137,DONE,relevant-3,Yes,2023-11-30T20:35:46.829Z,2023-11-30T20:35:48.498Z
All,3479,137,DONE,relevant-1,Yes,2023-11-30T20:35:49.122Z,2023-11-30T20:36:28.589Z
All,3479,137,DONE,relevant-2,Empirical study,2023-11-30T20:36:29.077Z,2023-11-30T20:36:31.676Z
All,3479,137,DONE,relevant-3,No (or unclear),2023-11-30T20:36:31.863Z,2023-11-30T20:36:34.392Z
All,1949,137,DONE,relevant-1,Yes,2023-11-30T20:36:35.023Z,2023-11-30T20:37:51.676Z
All,1949,137,DONE,relevant-2,Methodological paper,2023-11-30T20:37:52.047Z,2023-11-30T20:37:52.848Z
All,1949,137,DONE,relevant-3,Yes,2023-11-30T20:37:53.036Z,2023-11-30T20:37:53.784Z
